id	level	num	clear_item	clear_item_sum	require_level	require_num	require_rank	require_txt	common_txt
1	easy	1	entry_ticket	1					
2	easy	2	entry_ticket	1	easy	1	2	쉬움 난이도 1스테이지 2성 이상	클리어 시 오픈됩니다.
3	easy	3	entry_ticket	1	easy	2	2	쉬움 난이도 2스테이지 2성 이상	클리어 시 오픈됩니다.
4	easy	4	entry_ticket	1	easy	3	2	쉬움 난이도 3스테이지 2성 이상	클리어 시 오픈됩니다.
5	easy	5	entry_ticket	1	easy	4	2	쉬움 난이도 4스테이지 2성 이상	클리어 시 오픈됩니다.
6	easy	6	entry_ticket	1	easy	5	2	쉬움 난이도 5스테이지 2성 이상	클리어 시 오픈됩니다.
7	easy	7	entry_ticket	1	easy	6	2	쉬움 난이도 6스테이지 2성 이상	클리어 시 오픈됩니다.
8	easy	8	entry_ticket	1	easy	7	2	쉬움 난이도 7스테이지 2성 이상	클리어 시 오픈됩니다.
9	easy	9	entry_ticket	1	easy	8	2	쉬움 난이도 8스테이지 2성 이상	클리어 시 오픈됩니다.
10	easy	10	entry_ticket	1	easy	9	2	쉬움 난이도 9스테이지 2성 이상	클리어 시 오픈됩니다.
11	easy	11	entry_ticket	1	easy	10	2	쉬움 난이도 10스테이지 2성 이상	클리어 시 오픈됩니다.
12	easy	12	entry_ticket	1	easy	11	2	쉬움 난이도 11스테이지 2성 이상	클리어 시 오픈됩니다.
13	easy	13	entry_ticket	1	easy	12	2	쉬움 난이도 12스테이지 2성 이상	클리어 시 오픈됩니다.
14	easy	14	entry_ticket	1	easy	13	2	쉬움 난이도 13스테이지 2성 이상	클리어 시 오픈됩니다.
15	easy	15	entry_ticket	1	easy	14	2	쉬움 난이도 14스테이지 2성 이상	클리어 시 오픈됩니다.
16	easy	16	entry_ticket	1	easy	15	2	쉬움 난이도 15스테이지 2성 이상	클리어 시 오픈됩니다.
17	easy	17	entry_ticket	1	easy	16	2	쉬움 난이도 16스테이지 2성 이상	클리어 시 오픈됩니다.
18	easy	18	entry_ticket	1	easy	17	2	쉬움 난이도 17스테이지 2성 이상	클리어 시 오픈됩니다.
19	easy	19	entry_ticket	1	easy	18	2	쉬움 난이도 18스테이지 2성 이상	클리어 시 오픈됩니다.
20	easy	20	entry_ticket	1	easy	19	2	쉬움 난이도 19스테이지 2성 이상	클리어 시 오픈됩니다.
21	easy	21	entry_ticket	1	easy	20	2	쉬움 난이도 20스테이지 2성 이상	클리어 시 오픈됩니다.
22	easy	22	entry_ticket	1	easy	21	2	쉬움 난이도 21스테이지 2성 이상	클리어 시 오픈됩니다.
23	easy	23	entry_ticket	1	easy	22	2	쉬움 난이도 22스테이지 2성 이상	클리어 시 오픈됩니다.
24	easy	24	entry_ticket	1	easy	23	2	쉬움 난이도 23스테이지 2성 이상	클리어 시 오픈됩니다.
25	easy	25	entry_ticket	1	easy	24	2	쉬움 난이도 24스테이지 2성 이상	클리어 시 오픈됩니다.
26	easy	26	entry_ticket	1	easy	25	2	쉬움 난이도 25스테이지 2성 이상	클리어 시 오픈됩니다.
27	easy	27	entry_ticket	1	easy	26	2	쉬움 난이도 26스테이지 2성 이상	클리어 시 오픈됩니다.
28	easy	28	entry_ticket	1	easy	27	2	쉬움 난이도 27스테이지 2성 이상	클리어 시 오픈됩니다.
29	easy	29	entry_ticket	1	easy	28	2	쉬움 난이도 28스테이지 2성 이상	클리어 시 오픈됩니다.
30	easy	30	entry_ticket	1	easy	29	2	쉬움 난이도 29스테이지 2성 이상	클리어 시 오픈됩니다.
31	easy	31	entry_ticket	1	easy	30	2	쉬움 난이도 30스테이지 2성 이상	클리어 시 오픈됩니다.
32	easy	32	entry_ticket	1	easy	31	2	쉬움 난이도 31스테이지 2성 이상	클리어 시 오픈됩니다.
33	easy	33	entry_ticket	1	easy	32	2	쉬움 난이도 32스테이지 2성 이상	클리어 시 오픈됩니다.
34	easy	34	entry_ticket	1	easy	33	2	쉬움 난이도 33스테이지 2성 이상	클리어 시 오픈됩니다.
35	easy	35	entry_ticket	1	easy	34	2	쉬움 난이도 34스테이지 2성 이상	클리어 시 오픈됩니다.
36	easy	36	entry_ticket	1	easy	35	2	쉬움 난이도 35스테이지 2성 이상	클리어 시 오픈됩니다.
37	easy	37	entry_ticket	1	easy	36	2	쉬움 난이도 36스테이지 2성 이상	클리어 시 오픈됩니다.
38	easy	38	entry_ticket	1	easy	37	2	쉬움 난이도 37스테이지 2성 이상	클리어 시 오픈됩니다.
39	easy	39	entry_ticket	1	easy	38	2	쉬움 난이도 38스테이지 2성 이상	클리어 시 오픈됩니다.
40	easy	40	entry_ticket	1	easy	39	2	쉬움 난이도 39스테이지 2성 이상	클리어 시 오픈됩니다.
41	easy	41	entry_ticket	1	easy	40	2	쉬움 난이도 40스테이지 2성 이상	클리어 시 오픈됩니다.
42	easy	42	entry_ticket	1	easy	41	2	쉬움 난이도 41스테이지 2성 이상	클리어 시 오픈됩니다.
43	easy	43	entry_ticket	1	easy	42	2	쉬움 난이도 42스테이지 2성 이상	클리어 시 오픈됩니다.
44	easy	44	entry_ticket	1	easy	43	2	쉬움 난이도 43스테이지 2성 이상	클리어 시 오픈됩니다.
45	easy	45	entry_ticket	1	easy	44	2	쉬움 난이도 44스테이지 2성 이상	클리어 시 오픈됩니다.
46	easy	46	entry_ticket	1	easy	45	2	쉬움 난이도 45스테이지 2성 이상	클리어 시 오픈됩니다.
47	easy	47	entry_ticket	1	easy	46	2	쉬움 난이도 46스테이지 2성 이상	클리어 시 오픈됩니다.
48	easy	48	entry_ticket	1	easy	47	2	쉬움 난이도 47스테이지 2성 이상	클리어 시 오픈됩니다.
49	easy	49	entry_ticket	1	easy	48	2	쉬움 난이도 48스테이지 2성 이상	클리어 시 오픈됩니다.
50	easy	50	entry_ticket	1	easy	49	2	쉬움 난이도 49스테이지 2성 이상	클리어 시 오픈됩니다.
51	easy	51	entry_ticket	1	easy	50	2	쉬움 난이도 50스테이지 2성 이상	클리어 시 오픈됩니다.
52	easy	52	entry_ticket	1	easy	51	2	쉬움 난이도 51스테이지 2성 이상	클리어 시 오픈됩니다.
53	easy	53	entry_ticket	1	easy	52	2	쉬움 난이도 52스테이지 2성 이상	클리어 시 오픈됩니다.
54	easy	54	entry_ticket	1	easy	53	2	쉬움 난이도 53스테이지 2성 이상	클리어 시 오픈됩니다.
55	easy	55	entry_ticket	1	easy	54	2	쉬움 난이도 54스테이지 2성 이상	클리어 시 오픈됩니다.
56	easy	56	entry_ticket	1	easy	55	2	쉬움 난이도 55스테이지 2성 이상	클리어 시 오픈됩니다.
57	easy	57	entry_ticket	1	easy	56	2	쉬움 난이도 56스테이지 2성 이상	클리어 시 오픈됩니다.
58	easy	58	entry_ticket	1	easy	57	2	쉬움 난이도 57스테이지 2성 이상	클리어 시 오픈됩니다.
59	easy	59	entry_ticket	1	easy	58	2	쉬움 난이도 58스테이지 2성 이상	클리어 시 오픈됩니다.
60	easy	60	entry_ticket	1	easy	59	2	쉬움 난이도 59스테이지 2성 이상	클리어 시 오픈됩니다.
61	easy	61	entry_ticket	1	easy	60	2	쉬움 난이도 60스테이지 2성 이상	클리어 시 오픈됩니다.
62	easy	62	entry_ticket	1	easy	61	2	쉬움 난이도 61스테이지 2성 이상	클리어 시 오픈됩니다.
63	easy	63	entry_ticket	1	easy	62	2	쉬움 난이도 62스테이지 2성 이상	클리어 시 오픈됩니다.
64	easy	64	entry_ticket	1	easy	63	2	쉬움 난이도 63스테이지 2성 이상	클리어 시 오픈됩니다.
65	easy	65	entry_ticket	1	easy	64	2	쉬움 난이도 64스테이지 2성 이상	클리어 시 오픈됩니다.
66	easy	66	entry_ticket	1	easy	65	2	쉬움 난이도 65스테이지 2성 이상	클리어 시 오픈됩니다.
67	easy	67	entry_ticket	1	easy	66	2	쉬움 난이도 66스테이지 2성 이상	클리어 시 오픈됩니다.
68	easy	68	entry_ticket	1	easy	67	2	쉬움 난이도 67스테이지 2성 이상	클리어 시 오픈됩니다.
69	easy	69	entry_ticket	1	easy	68	2	쉬움 난이도 68스테이지 2성 이상	클리어 시 오픈됩니다.
70	easy	70	entry_ticket	1	easy	69	2	쉬움 난이도 69스테이지 2성 이상	클리어 시 오픈됩니다.
71	easy	71	entry_ticket	1	easy	70	2	쉬움 난이도 70스테이지 2성 이상	클리어 시 오픈됩니다.
72	easy	72	entry_ticket	1	easy	71	2	쉬움 난이도 71스테이지 2성 이상	클리어 시 오픈됩니다.
73	easy	73	entry_ticket	1	easy	72	2	쉬움 난이도 72스테이지 2성 이상	클리어 시 오픈됩니다.
74	easy	74	entry_ticket	1	easy	73	2	쉬움 난이도 73스테이지 2성 이상	클리어 시 오픈됩니다.
75	easy	75	entry_ticket	1	easy	74	2	쉬움 난이도 74스테이지 2성 이상	클리어 시 오픈됩니다.
76	easy	76	entry_ticket	1	easy	75	2	쉬움 난이도 75스테이지 2성 이상	클리어 시 오픈됩니다.
77	easy	77	entry_ticket	1	easy	76	2	쉬움 난이도 76스테이지 2성 이상	클리어 시 오픈됩니다.
78	easy	78	entry_ticket	1	easy	77	2	쉬움 난이도 77스테이지 2성 이상	클리어 시 오픈됩니다.
79	easy	79	entry_ticket	1	easy	78	2	쉬움 난이도 78스테이지 2성 이상	클리어 시 오픈됩니다.
80	easy	80	entry_ticket	1	easy	79	2	쉬움 난이도 79스테이지 2성 이상	클리어 시 오픈됩니다.
81	easy	81	entry_ticket	1	easy	80	2	쉬움 난이도 80스테이지 2성 이상	클리어 시 오픈됩니다.
82	easy	82	entry_ticket	1	easy	81	2	쉬움 난이도 81스테이지 2성 이상	클리어 시 오픈됩니다.
83	easy	83	entry_ticket	1	easy	82	2	쉬움 난이도 82스테이지 2성 이상	클리어 시 오픈됩니다.
84	easy	84	entry_ticket	1	easy	83	2	쉬움 난이도 83스테이지 2성 이상	클리어 시 오픈됩니다.
85	easy	85	entry_ticket	1	easy	84	2	쉬움 난이도 84스테이지 2성 이상	클리어 시 오픈됩니다.
86	easy	86	entry_ticket	1	easy	85	2	쉬움 난이도 85스테이지 2성 이상	클리어 시 오픈됩니다.
87	easy	87	entry_ticket	1	easy	86	2	쉬움 난이도 86스테이지 2성 이상	클리어 시 오픈됩니다.
88	easy	88	entry_ticket	1	easy	87	2	쉬움 난이도 87스테이지 2성 이상	클리어 시 오픈됩니다.
89	easy	89	entry_ticket	1	easy	88	2	쉬움 난이도 88스테이지 2성 이상	클리어 시 오픈됩니다.
90	easy	90	entry_ticket	1	easy	89	2	쉬움 난이도 89스테이지 2성 이상	클리어 시 오픈됩니다.
91	easy	91	entry_ticket	1	easy	90	2	쉬움 난이도 90스테이지 2성 이상	클리어 시 오픈됩니다.
92	easy	92	entry_ticket	1	easy	91	2	쉬움 난이도 91스테이지 2성 이상	클리어 시 오픈됩니다.
93	easy	93	entry_ticket	1	easy	92	2	쉬움 난이도 92스테이지 2성 이상	클리어 시 오픈됩니다.
94	easy	94	entry_ticket	1	easy	93	2	쉬움 난이도 93스테이지 2성 이상	클리어 시 오픈됩니다.
95	easy	95	entry_ticket	1	easy	94	2	쉬움 난이도 94스테이지 2성 이상	클리어 시 오픈됩니다.
96	easy	96	entry_ticket	1	easy	95	2	쉬움 난이도 95스테이지 2성 이상	클리어 시 오픈됩니다.
97	easy	97	entry_ticket	1	easy	96	2	쉬움 난이도 96스테이지 2성 이상	클리어 시 오픈됩니다.
98	easy	98	entry_ticket	1	easy	97	2	쉬움 난이도 97스테이지 2성 이상	클리어 시 오픈됩니다.
99	easy	99	entry_ticket	1	easy	98	2	쉬움 난이도 98스테이지 2성 이상	클리어 시 오픈됩니다.
100	easy	100	entry_ticket	1	easy	99	2	쉬움 난이도 99스테이지 2성 이상	클리어 시 오픈됩니다.
101	normal	101	entry_ticket	1	easy	1	2	쉬움 난이도 1스테이지 2성 이상	클리어 시 오픈됩니다.
102	normal	102	entry_ticket	1	easy	2	2	쉬움 난이도 2스테이지 2성 이상	클리어 시 오픈됩니다.
103	normal	103	entry_ticket	1	easy	3	2	쉬움 난이도 3스테이지 2성 이상	클리어 시 오픈됩니다.
104	normal	104	entry_ticket	1	easy	4	2	쉬움 난이도 4스테이지 2성 이상	클리어 시 오픈됩니다.
105	normal	105	entry_ticket	1	easy	5	2	쉬움 난이도 5스테이지 2성 이상	클리어 시 오픈됩니다.
106	normal	106	entry_ticket	1	easy	6	2	쉬움 난이도 6스테이지 2성 이상	클리어 시 오픈됩니다.
107	normal	107	entry_ticket	1	easy	7	2	쉬움 난이도 7스테이지 2성 이상	클리어 시 오픈됩니다.
108	normal	108	entry_ticket	1	easy	8	2	쉬움 난이도 8스테이지 2성 이상	클리어 시 오픈됩니다.
109	normal	109	entry_ticket	1	easy	9	2	쉬움 난이도 9스테이지 2성 이상	클리어 시 오픈됩니다.
110	normal	110	entry_ticket	1	easy	10	2	쉬움 난이도 10스테이지 2성 이상	클리어 시 오픈됩니다.
111	normal	111	entry_ticket	1	easy	11	2	쉬움 난이도 11스테이지 2성 이상	클리어 시 오픈됩니다.
112	normal	112	entry_ticket	1	easy	12	2	쉬움 난이도 12스테이지 2성 이상	클리어 시 오픈됩니다.
113	normal	113	entry_ticket	1	easy	13	2	쉬움 난이도 13스테이지 2성 이상	클리어 시 오픈됩니다.
114	normal	114	entry_ticket	1	easy	14	2	쉬움 난이도 14스테이지 2성 이상	클리어 시 오픈됩니다.
115	normal	115	entry_ticket	1	easy	15	2	쉬움 난이도 15스테이지 2성 이상	클리어 시 오픈됩니다.
116	normal	116	entry_ticket	1	easy	16	2	쉬움 난이도 16스테이지 2성 이상	클리어 시 오픈됩니다.
117	normal	117	entry_ticket	1	easy	17	2	쉬움 난이도 17스테이지 2성 이상	클리어 시 오픈됩니다.
118	normal	118	entry_ticket	1	easy	18	2	쉬움 난이도 18스테이지 2성 이상	클리어 시 오픈됩니다.
119	normal	119	entry_ticket	1	easy	19	2	쉬움 난이도 19스테이지 2성 이상	클리어 시 오픈됩니다.
120	normal	120	entry_ticket	1	easy	20	2	쉬움 난이도 20스테이지 2성 이상	클리어 시 오픈됩니다.
121	normal	121	entry_ticket	1	easy	21	2	쉬움 난이도 21스테이지 2성 이상	클리어 시 오픈됩니다.
122	normal	122	entry_ticket	1	easy	22	2	쉬움 난이도 22스테이지 2성 이상	클리어 시 오픈됩니다.
123	normal	123	entry_ticket	1	easy	23	2	쉬움 난이도 23스테이지 2성 이상	클리어 시 오픈됩니다.
124	normal	124	entry_ticket	1	easy	24	2	쉬움 난이도 24스테이지 2성 이상	클리어 시 오픈됩니다.
125	normal	125	entry_ticket	1	easy	25	2	쉬움 난이도 25스테이지 2성 이상	클리어 시 오픈됩니다.
126	normal	126	entry_ticket	1	easy	26	2	쉬움 난이도 26스테이지 2성 이상	클리어 시 오픈됩니다.
127	normal	127	entry_ticket	1	easy	27	2	쉬움 난이도 27스테이지 2성 이상	클리어 시 오픈됩니다.
128	normal	128	entry_ticket	1	easy	28	2	쉬움 난이도 28스테이지 2성 이상	클리어 시 오픈됩니다.
129	normal	129	entry_ticket	1	easy	29	2	쉬움 난이도 29스테이지 2성 이상	클리어 시 오픈됩니다.
130	normal	130	entry_ticket	1	easy	30	2	쉬움 난이도 30스테이지 2성 이상	클리어 시 오픈됩니다.
131	normal	131	entry_ticket	1	easy	31	2	쉬움 난이도 31스테이지 2성 이상	클리어 시 오픈됩니다.
132	normal	132	entry_ticket	1	easy	32	2	쉬움 난이도 32스테이지 2성 이상	클리어 시 오픈됩니다.
133	normal	133	entry_ticket	1	easy	33	2	쉬움 난이도 33스테이지 2성 이상	클리어 시 오픈됩니다.
134	normal	134	entry_ticket	1	easy	34	2	쉬움 난이도 34스테이지 2성 이상	클리어 시 오픈됩니다.
135	normal	135	entry_ticket	1	easy	35	2	쉬움 난이도 35스테이지 2성 이상	클리어 시 오픈됩니다.
136	normal	136	entry_ticket	1	easy	36	2	쉬움 난이도 36스테이지 2성 이상	클리어 시 오픈됩니다.
137	normal	137	entry_ticket	1	easy	37	2	쉬움 난이도 37스테이지 2성 이상	클리어 시 오픈됩니다.
138	normal	138	entry_ticket	1	easy	38	2	쉬움 난이도 38스테이지 2성 이상	클리어 시 오픈됩니다.
139	normal	139	entry_ticket	1	easy	39	2	쉬움 난이도 39스테이지 2성 이상	클리어 시 오픈됩니다.
140	normal	140	entry_ticket	1	easy	40	2	쉬움 난이도 40스테이지 2성 이상	클리어 시 오픈됩니다.
141	normal	141	entry_ticket	1	easy	41	2	쉬움 난이도 41스테이지 2성 이상	클리어 시 오픈됩니다.
142	normal	142	entry_ticket	1	easy	42	2	쉬움 난이도 42스테이지 2성 이상	클리어 시 오픈됩니다.
143	normal	143	entry_ticket	1	easy	43	2	쉬움 난이도 43스테이지 2성 이상	클리어 시 오픈됩니다.
144	normal	144	entry_ticket	1	easy	44	2	쉬움 난이도 44스테이지 2성 이상	클리어 시 오픈됩니다.
145	normal	145	entry_ticket	1	easy	45	2	쉬움 난이도 45스테이지 2성 이상	클리어 시 오픈됩니다.
146	normal	146	entry_ticket	1	easy	46	2	쉬움 난이도 46스테이지 2성 이상	클리어 시 오픈됩니다.
147	normal	147	entry_ticket	1	easy	47	2	쉬움 난이도 47스테이지 2성 이상	클리어 시 오픈됩니다.
148	normal	148	entry_ticket	1	easy	48	2	쉬움 난이도 48스테이지 2성 이상	클리어 시 오픈됩니다.
149	normal	149	entry_ticket	1	easy	49	2	쉬움 난이도 49스테이지 2성 이상	클리어 시 오픈됩니다.
150	normal	150	entry_ticket	1	easy	50	2	쉬움 난이도 50스테이지 2성 이상	클리어 시 오픈됩니다.
151	normal	151	entry_ticket	1	easy	51	2	쉬움 난이도 51스테이지 2성 이상	클리어 시 오픈됩니다.
152	normal	152	entry_ticket	1	easy	52	2	쉬움 난이도 52스테이지 2성 이상	클리어 시 오픈됩니다.
153	normal	153	entry_ticket	1	easy	53	2	쉬움 난이도 53스테이지 2성 이상	클리어 시 오픈됩니다.
154	normal	154	entry_ticket	1	easy	54	2	쉬움 난이도 54스테이지 2성 이상	클리어 시 오픈됩니다.
